Rank,Actor_ID,Name,Img_link,Experince,Work
335,nm5473782,Taron Egerton,"https://m.media-amazon.com/images/M/MV5BMTYzODU2OTI2Nl5BMl5BanBnXkFtZTgwMTUyMTAwMzE@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,Kingsman: The Secret Service (tt2802144)
336,nm7821296,Tilly Keeper,"https://m.media-amazon.com/images/M/MV5BMmE5NzA1YjUtNGU0Yi00MTk2LWE2ZTQtZTQwMWVmZDg3MDRlXkEyXkFqcGdeQXVyNjI4MjA4OTc@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,EastEnders (tt0088512)
337,nm3188162,Lilli Kay,"https://m.media-amazon.com/images/M/MV5BMGE3ZGZhY2MtYzFkMi00YzcyLThmMTYtZjI3NGFhYjVmMWE3XkEyXkFqcGdeQXVyNzIwMDc2NjE@._V1_UY209_CR41,0,140,209_AL_.jpg",Actress,Your Honor (tt7440726)
338,nm2555462,Eiza González,"https://m.media-amazon.com/images/M/MV5BMTU4MjA5M2EtNmQ2OC00YjdhLWEyYWMtYzdiOTRkZWM3NGM2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR115,0,140,209_AL_.jpg",Actress,Baby Driver (tt3890160)
339,nm0719637,Jeremy Renner,"https://m.media-amazon.com/images/M/MV5BOTk2NDc2ODgzMF5BMl5BanBnXkFtZTcwMTMzOTQ4Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Hurt Locker (tt0887912)
340,nm0592874,Susan Misner,"https://m.media-amazon.com/images/M/MV5BMTYyOTExMTQwMF5BMl5BanBnXkFtZTgwMTk2NDA4MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Chicago (tt0299658)
341,nm0000198,Gary Oldman,"https://m.media-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,The Dark Knight (tt0468569)
342,nm3170207,Noah Centineo,"https://m.media-amazon.com/images/M/MV5BMTZlZGY4ODMtNDcwYy00N2I1LWE0ZDktYzcyOWU3Nzg1MjNkXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,To All the Boys I've Loved Before (tt3846674)
343,nm0000820,Burt Bacharach,"https://m.media-amazon.com/images/M/MV5BMTIwNTAzNzA0MF5BMl5BanBnXkFtZTYwOTc4MzU1._V1_UX140_CR0,0,140,209_AL_.jpg",Soundtrack,Butch Cassidy and the Sundance Kid (tt0064115)
344,nm1890981,Gabriel Luna,"https://m.media-amazon.com/images/M/MV5BOWRiYTc4ZmYtYjgyYi00MzczLTg2MGEtMzIwZTkyZDM4NmE1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR86,0,140,209_AL_.jpg",Actor,Terminator: Dark Fate (tt6450804)
345,nm0000295,Kate Beckinsale,"https://m.media-amazon.com/images/M/MV5BMTM3MzY2MDYwOF5BMl5BanBnXkFtZTcwODQ3MDA0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Underworld: Evolution (tt0401855)
346,nm0005017,Katie Holmes,"https://m.media-amazon.com/images/M/MV5BNTA2NjY5OTkzNl5BMl5BanBnXkFtZTcwMDE2NTkxNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Batman Begins (tt0372784)
347,nm0705356,Daniel Radcliffe,"https://m.media-amazon.com/images/M/MV5BZmE0NzNiNzQtYTVlYS00MjljLWE4MTgtYzYxNjU2NjZkM2M4XkEyXkFqcGdeQXVyNjY5NDgzNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Harry Potter and the Deathly Hallows: Part 2 (tt1201607)
348,nm0000867,Jason Bateman,"https://m.media-amazon.com/images/M/MV5BMTMwOTQ0MDUyNF5BMl5BanBnXkFtZTcwNTQ1MzY1Mw@@._V1_UY209_CR12,0,140,209_AL_.jpg",Actor,Arrested Development (tt0367279)
349,nm0252961,Idris Elba,"https://m.media-amazon.com/images/M/MV5BNzEzMTI2NjEyNF5BMl5BanBnXkFtZTcwNTA0OTE4OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Beasts of No Nation (tt1365050)
350,nm3821405,Jake Lacy,"https://m.media-amazon.com/images/M/MV5BZDA2ODk3YjItMjY4OC00YTk5LWE4ZjYtZTUzMWE4MTg5YTZlXkEyXkFqcGdeQXVyMTI2Nzk2MjQ1._V1_UY209_CR34,0,140,209_AL_.jpg",Actor,Carol (tt2402927)
351,nm0586568,Mads Mikkelsen,"https://m.media-amazon.com/images/M/MV5BMTcyMTU5MzgxMF5BMl5BanBnXkFtZTYwMDI0NjI1._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Hannibal (tt2243973)
352,nm0648249,Timothy Olyphant,"https://m.media-amazon.com/images/M/MV5BMTc2NzY0OTA2Ml5BMl5BanBnXkFtZTYwNDYzODgz._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,Justified (tt1489428)
353,nm4317622,Mason Alexander Park,"https://m.media-amazon.com/images/M/MV5BNDM5ZDFkMTEtZmIwZC00NDMyLTliMzQtODk1MjU1OTdhYTZhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Cowboy Bebop (tt1267295)
354,nm0570860,Rose McIver,"https://m.media-amazon.com/images/M/MV5BOTAzZWZjZjUtYmYxMi00MmYwLWFlOGMtYjNiMTlhZGVhMjM1XkEyXkFqcGdeQXVyNTc3Njg0MTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Lovely Bones (tt0380510)
355,nm0000130,Jamie Lee Curtis,"https://m.media-amazon.com/images/M/MV5BMjI0MTI0MDk2OV5BMl5BanBnXkFtZTgwODQ4MTE0NDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Halloween (tt1502407)
356,nm0910607,Christoph Waltz,"https://m.media-amazon.com/images/M/MV5BMTM4MDk3OTYxOF5BMl5BanBnXkFtZTcwMDk5OTUwOQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,Django Unchained (tt1853728)
357,nm2570706,Sophie Rundle,"https://m.media-amazon.com/images/M/MV5BMzIwODI2NzY2OV5BMl5BanBnXkFtZTgwNDk5Mjc0ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Peaky Blinders (tt2442560)
358,nm0609944,Wagner Moura,"https://m.media-amazon.com/images/M/MV5BN2Q3YTg3MjYtNmM0ZS00OTgzLTg1YTAtMWIyMDMxZDg1MDk0XkEyXkFqcGdeQXVyMTEzNjM0NTQw._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Tropa de Elite (tt0861739)
359,nm0000216,Arnold Schwarzenegger,"https://m.media-amazon.com/images/M/MV5BMTI3MDc4NzUyMV5BMl5BanBnXkFtZTcwMTQyMTc5MQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Terminator 2: Judgment Day (tt0103064)
360,nm3918035,Zendaya,"https://m.media-amazon.com/images/M/MV5BMjAxZTk4NDAtYjI3Mi00OTk3LTg0NDEtNWFlNzE5NDM5MWM1XkEyXkFqcGdeQXVyOTI3MjYwOQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Spider-Man: Homecoming (tt2250912)
361,nm0340973,Jon Gries,"https://m.media-amazon.com/images/M/MV5BMTY0MjA1NzY2OF5BMl5BanBnXkFtZTYwMTM3Nzc4._V1_UY209_CR69,0,140,209_AL_.jpg",Actor,Napoleon Dynamite (tt0374900)
362,nm2934314,Lily Collins,"https://m.media-amazon.com/images/M/MV5BZGYxMmQyNjEtZmI0Yi00OWUwLThiNDItYmViZTYyYmQ3YjdkXkEyXkFqcGdeQXVyMTIzOTM5Mjc0._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Mortal Instruments: City of Bones (tt1538403)
363,nm0604742,Jeffrey Dean Morgan,"https://m.media-amazon.com/images/M/MV5BM2QwNjhkYzMtNjQ5Mi00OTk2LTg4N2ItZjUzYmU4MWViMDkxXkEyXkFqcGdeQXVyODY2NjYzNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,Watchmen (tt0409459)
364,nm0001347,Barbara Hershey,"https://m.media-amazon.com/images/M/MV5BMTMwNzQ1NjU1N15BMl5BanBnXkFtZTcwNjYzMTkwNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Black Swan (tt0947798)
365,nm0000173,Nicole Kidman,"https://m.media-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1_UY209_CR7,0,140,209_AL_.jpg",Actress,Moulin Rouge! (tt0203009)
366,nm0390903,Tom Hollander,"https://m.media-amazon.com/images/M/MV5BMjA4NjY0NjM4M15BMl5BanBnXkFtZTcwOTEwMjQzMQ@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actor,Pride & Prejudice (tt0414387)
367,nm3037833,Eloise Mumford,"https://m.media-amazon.com/images/M/MV5BZTEwOTk4NjUtZDMxNC00MzgxLTkyOGEtZWRhZWEzOTJhNzZhXkEyXkFqcGdeQXVyMTk0NjMwOTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Fifty Shades of Grey (tt2322441)
368,nm0192505,Kaley Cuoco,"https://m.media-amazon.com/images/M/MV5BMjYyYmNlZTMtM2RlZC00YTlhLTk5YzItZTQ4OTA3Y2FkNzFlXkEyXkFqcGdeQXVyOTAzMjY1OTY@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,The Big Bang Theory (tt0898266)
369,nm0068338,Kristen Bell,"https://m.media-amazon.com/images/M/MV5BMjA1Njc0MTUzN15BMl5BanBnXkFtZTgwNTg1MjEwNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Frozen (tt2294629)
370,nm0931329,Michelle Williams,"https://m.media-amazon.com/images/M/MV5BMjExNjY5NDY0MV5BMl5BanBnXkFtZTgwNjQ1Mjg1MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,My Week with Marilyn (tt1655420)
371,nm5870099,Mabel Cadena,"https://m.media-amazon.com/images/M/MV5BNTYwYWI2N2YtMTI5MS00NWE2LTk4ZGEtNzJhYjFkYWFmNzgyXkEyXkFqcGdeQXVyMjA0MDAwNDY@._V1_UY209_CR90,0,140,209_AL_.jpg",Actress,Black Panther: Wakanda Forever (tt9114286)
372,nm0328828,Matthew Goode,"https://m.media-amazon.com/images/M/MV5BMTY5MDI4NzkxOV5BMl5BanBnXkFtZTgwNzc2MzU0MzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Stoker (tt1682180)
373,nm10521028,Lisette Olivera,"https://m.media-amazon.com/images/M/MV5BMmM4NjkwYmYtMmI5MC00M2VlLTgwZDUtOWM3MDk2NzY3MDk4XkEyXkFqcGdeQXVyMjg5MTE4NQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,National Treasure: Edge of History (tt12580982)
374,nm0001141,Angie Dickinson,"https://m.media-amazon.com/images/M/MV5BODY2NDVlOGMtY2JlZi00MWQyLWIzYjktYTVmMjYyNTAyMjI1XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UY209_CR36,0,140,209_AL_.jpg",Actress,Rio Bravo (tt0053221)
375,nm0004266,Anne Hathaway,"https://m.media-amazon.com/images/M/MV5BMTRhNzQ3NGMtZmQ1Mi00ZTViLTk3OTgtOTk0YzE2YTgwMmFjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Les Misérables (tt1707386)
376,nm6598222,Nora Fatehi,"https://m.media-amazon.com/images/M/MV5BN2VmMmEwODMtYTM3Ny00NDU3LWEyMDctOGY4ODUzOGM0MzQ2XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Bãhubali: The Beginning (tt2631186)
377,nm0369954,Keeley Hawes,"https://m.media-amazon.com/images/M/MV5BNjQwMDAxYTgtNzE2Ny00YWI3LWFkNWEtYzE3ODE2ZWVjZjkyXkEyXkFqcGdeQXVyODg4NDgyOTA@._V1_UY209_CR69,0,140,209_AL_.jpg",Actress,Bodyguard (tt7493974)
378,nm1736769,Ariel Winter,"https://m.media-amazon.com/images/M/MV5BNmJjZTQ1MGEtZWQ4MS00NzBlLWI1NWQtMzUyOTA3NGM4MDAzXkEyXkFqcGdeQXVyNDUyOTE0NzQ@._V1_UY209_CR25,0,140,209_AL_.jpg",Actress,Sofia the First (tt2136138)
379,nm1763049,April Bowlby,"https://m.media-amazon.com/images/M/MV5BZTgyNzY5YzgtMjNmOS00ZWMzLWE4ZGMtOWM4ODUzYjM2YzQzL2ltYWdlXkEyXkFqcGdeQXVyOTgzNjIwMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Slammin' Salmon (tt1135525)
380,nm0011105,Julie Adams,"https://m.media-amazon.com/images/M/MV5BMjI3NTY5NDgzNV5BMl5BanBnXkFtZTgwNjk4ODc5MTE@._V1_UY209_CR19,0,140,209_AL_.jpg",Actress,Creature from the Black Lagoon (tt0046876)
381,nm0000375,Robert Downey Jr.,"https://m.media-amazon.com/images/M/MV5BNzg1MTUyNDYxOF5BMl5BanBnXkFtZTgwNTQ4MTE2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Iron Man (tt0371746)
382,nm3856316,Zoe Chao,"https://m.media-amazon.com/images/M/MV5BNjQ1YzE4YzctOTU1Ni00MGY2LThiMDktOGJjN2E1YjFhNDg2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Love Life (tt10380768)
383,nm4101853,Alexander Dreymon,"https://m.media-amazon.com/images/M/MV5BOGUxYmJmNjQtNWVmMy00ZWIzLWE1NzUtZTg3ZWEwN2NmMThjXkEyXkFqcGdeQXVyMTI2Nzk2MjQ1._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Christopher and His Kind (tt1651062)
384,nm0881631,Karl Urban,"https://m.media-amazon.com/images/M/MV5BMjExMjQ2MDk4OF5BMl5BanBnXkFtZTcwNDQ3MzQ1MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Star Trek (tt0796366)
385,nm6595038,Felix Mallard,"https://m.media-amazon.com/images/M/MV5BN2RmZDg3ODMtOWFjZi00YWRlLWI5YTMtNWYzMzQ1OTQzMTUxXkEyXkFqcGdeQXVyNjk0Nzg1NDU@._V1_UY209_CR11,0,140,209_AL_.jpg",Actor,All the Bright Places (tt3907584)
386,nm1209966,Oscar Isaac,"https://m.media-amazon.com/images/M/MV5BMTQ2ODE2NDQ5OF5BMl5BanBnXkFtZTcwOTU3OTM1OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Ex Machina (tt0470752)
387,nm3006818,Lio Tipton,"https://m.media-amazon.com/images/M/MV5BN2E5ZDMwZDgtMmNhZi00OGQwLTljMDAtODdkMzdlZDkxZWYyL2ltYWdlXkEyXkFqcGdeQXVyMTk4NjI5MjA@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,Two Night Stand (tt2140619)
388,nm2254074,Bella Thorne,"https://m.media-amazon.com/images/M/MV5BOWVmMThmYTctMDcxYi00Yzk5LTlhZDgtYzAyMWU3NDllNDIyXkEyXkFqcGdeQXVyMzI4OTE3Nzk@._V1_UY209_CR69,0,140,209_AL_.jpg",Actress,The Duff (tt1666801)
389,nm0000426,Jennifer Grey,"https://m.media-amazon.com/images/M/MV5BMjE4NTExMTcxN15BMl5BanBnXkFtZTcwMjYwMDc4Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Dirty Dancing (tt0092890)
390,nm1165110,Chris Hemsworth,"https://m.media-amazon.com/images/M/MV5BOTU2MTI0NTIyNV5BMl5BanBnXkFtZTcwMTA4Nzc3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Avengers (tt0848228)
391,nm0954253,Nora Zehetner,"https://m.media-amazon.com/images/M/MV5BYTk0Yzc1YTctMmQzOS00NzRjLThlODAtMDhlNzIxMmQ0OWE5XkEyXkFqcGdeQXVyODUwMTE0NTE@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,The Right Stuff (tt7423322)
392,nm0659363,Hayden Panettiere,"https://m.media-amazon.com/images/M/MV5BOTY2OTI1NzA0NV5BMl5BanBnXkFtZTcwOTczMTA2Mw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,Heroes (tt0813715)
393,nm0004747,Wes Bentley,"https://m.media-amazon.com/images/M/MV5BOTgyOTY5OTA5OF5BMl5BanBnXkFtZTcwNzM1MjM1Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,American Beauty (tt0169547)
394,nm2279940,Taylor Schilling,"https://m.media-amazon.com/images/M/MV5BMjE0ODIxNTczOF5BMl5BanBnXkFtZTcwMjE4Njg2Nw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,The Lucky One (tt1327194)
395,nm0005028,Kate Hudson,"https://m.media-amazon.com/images/M/MV5BMTA1NTk0MjMyOTFeQTJeQWpwZ15BbWU3MDA4NzEzMTM@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Almost Famous (tt0181875)
396,nm0000112,Pierce Brosnan,"https://m.media-amazon.com/images/M/MV5BMTMwMjMxNzM4OV5BMl5BanBnXkFtZTcwNDM5NzkxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,The World Is Not Enough (tt0143145)
397,nm2560618,Willa Fitzgerald,"https://m.media-amazon.com/images/M/MV5BMTUwNjIwMjctMTViZS00ODgxLWEzNjgtNWVhYzViNmQ5ZjY1XkEyXkFqcGdeQXVyNDgwNjU5Nzk@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Scream (tt3921180)
398,nm0000368,Laura Dern,"https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Jurassic Park (tt0107290)
399,nm5108838,Lyndon Smith,"https://m.media-amazon.com/images/M/MV5BMTA0OTAwNDExMTFeQTJeQWpwZ15BbWU4MDg5MTc5Mzcx._V1_UY209_CR20,0,140,209_AL_.jpg",Actress,National Treasure: Edge of History (tt12580982)
400,nm3485845,Adam Driver,"https://m.media-amazon.com/images/M/MV5BYThiYmU0ODAtNjZkMC00OTBiLWE5NzgtMDY3YjMwYTg5NWJjXkEyXkFqcGdeQXVyMTUwOTY2MDYx._V1_UY209_CR10,0,140,209_AL_.jpg",Actor,Star Wars: Episode VII - The Force Awakens (tt2488496)
401,nm2794962,Hailee Steinfeld,"https://m.media-amazon.com/images/M/MV5BMGFmZDVhZDUtZWIyNC00NzBjLTg0ZGEtY2FhMjJlZWJhZjBlXkEyXkFqcGdeQXVyMTcwNzE4OTI@._V1_UY209_CR34,0,140,209_AL_.jpg",Actress,True Grit (tt1403865)
402,nm5327318,Leo Suter,"https://m.media-amazon.com/images/M/MV5BMDk4MDg2Y2EtYzJkZS00YWJlLTg0Y2QtODcwYjI4YTExYzIxXkEyXkFqcGdeQXVyNzEzMzQzMzc@._V1_UY209_CR20,0,140,209_AL_.jpg",Actor,Vikings: Valhalla (tt11311302)
403,nm2394794,Karen Gillan,"https://m.media-amazon.com/images/M/MV5BMTQwMDQ0NDk1OV5BMl5BanBnXkFtZTcwNDcxOTExNg@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Selfie (tt3549044)
404,nm0521006,Lisa Loring,"https://m.media-amazon.com/images/M/MV5BMmQ3NWEwYWMtNTk3Ny00NWI2LWFkYjEtYTY3ZTFhNWMyNTMzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,The Addams Family (tt0057729)
405,nm1195855,Lee Pace,"https://m.media-amazon.com/images/M/MV5BZmEzNDA3MDktZDdjMS00YTNjLTg1ZmUtMWIxZGNlMzY3OGU5XkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Guardians of the Galaxy (tt2015381)
406,nm2741235,Sara Waisglass,"https://m.media-amazon.com/images/M/MV5BNzQzZmVkZTYtZDhmMS00MTJjLWIwOTgtZjcxMTM3MzUyODdiXkEyXkFqcGdeQXVyMTI2MzMzNzgw._V1_UY209_CR25,0,140,209_AL_.jpg",Actress,Ginny & Georgia (tt10813940)
407,nm1954240,Teresa Palmer,"https://m.media-amazon.com/images/M/MV5BMWY4OWYxMmYtYWQ1Yy00NzI2LTkxMzktMWViM2JlOGEwNDgwXkEyXkFqcGdeQXVyNDE1NzY2MTI@._V1_UY209_CR20,0,140,209_AL_.jpg",Actress,Warm Bodies (tt1588173)
408,nm0955471,Ziyi Zhang,"https://m.media-amazon.com/images/M/MV5BNjk1NzY2ODAyOF5BMl5BanBnXkFtZTgwNTE2NjExMDI@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Yi dai zong shi (tt1462900)
409,nm1097351,Glenn Howerton,"https://m.media-amazon.com/images/M/MV5BYzUzMGY5ZjYtNDlhNi00NGE2LWFlMDYtYmMzNDk5MTgxNDE1XkEyXkFqcGdeQXVyNjUyOTE3NDg@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,It's Always Sunny in Philadelphia (tt0472954)
410,nm0376602,Shirley Henderson,"https://m.media-amazon.com/images/M/MV5BMTQxNjAyNTY0M15BMl5BanBnXkFtZTYwNzMzNTMz._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Star Wars: Episode IX - The Rise of Skywalker (tt2527338)
411,nm0515116,Blake Lively,"https://m.media-amazon.com/images/M/MV5BMTU2Njk0NTUyNl5BMl5BanBnXkFtZTcwODE0OTgyNw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,Gossip Girl (tt0397442)
412,nm4065482,Marisha Ray,"https://m.media-amazon.com/images/M/MV5BODk0M2U4ZmUtMTMzNi00ZjUxLWJjYmMtNjg2NTQ1OGFmY2NjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR69,0,140,209_AL_.jpg",Actress,8.13 (tt1820766)
413,nm1092086,David Harbour,"https://m.media-amazon.com/images/M/MV5BZTc5ODUzMDAtZGFhZS00NmExLTlhYWYtZDY0NGI2MGMwYTIzXkEyXkFqcGdeQXVyODY0MzQyODc@._V1_UY209_CR14,0,140,209_AL_.jpg",Actor,Revolutionary Road (tt0959337)
414,nm1246371,Sara Foster,"https://m.media-amazon.com/images/M/MV5BNGVhMTBlYmQtMGExZS00ZDhjLWJlOWMtY2ZkOTFlMWJlZGY3XkEyXkFqcGdeQXVyOTA1MzQyNDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,D.E.B.S. (tt0367631)
415,nm0402271,Charlie Hunnam,"https://m.media-amazon.com/images/M/MV5BMjE5NjE5Mzk2MV5BMl5BanBnXkFtZTcwODI5MDE1Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Sons of Anarchy (tt1124373)
416,nm0000631,Ridley Scott,"https://m.media-amazon.com/images/M/MV5BMGJkOGM5OWEtNDYxMy00Njg4LWExNjAtY2ZlNWNlNzVhNDk4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX140_CR0,0,140,209_AL_.jpg",Producer,The Martian (tt3659388)
417,nm0005305,Piper Perabo,"https://m.media-amazon.com/images/M/MV5BMGEwY2E4MzEtNjVhNy00ZTUyLWE4YmUtODIxNzU2NGRmNDUzXkEyXkFqcGdeQXVyMTMxNTAxODk@._V1_UY209_CR34,0,140,209_AL_.jpg",Actress,Coyote Ugly (tt0200550)
418,nm0108295,Paget Brewster,"https://m.media-amazon.com/images/M/MV5BODhlM2I5ZmEtZjk5My00YWEzLThmN2MtNzZiMTYyOTQ3NzBhXkEyXkFqcGdeQXVyMDcxMzQ4NA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Criminal Minds (tt0452046)
419,nm2244205,Léa Seydoux,"https://m.media-amazon.com/images/M/MV5BMjM3MTczNzY1MF5BMl5BanBnXkFtZTgwNjgwODgzNDE@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,La vie d'Adèle (tt2278871)
420,nm6441597,Rhys Connah,"https://m.media-amazon.com/images/M/MV5BM2QyMjlkN2MtZDQxOS00MTQ5LWE4MjYtMGRmNGRiZDliMzUwXkEyXkFqcGdeQXVyMTExMTc3NzU5._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Happy Valley (tt3428912)
421,nm0000212,Meg Ryan,"https://m.media-amazon.com/images/M/MV5BMTgzOTI0NzI3OV5BMl5BanBnXkFtZTgwODIyMzUzMDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,When Harry Met Sally... (tt0098635)
422,nm2933757,Gal Gadot,"https://m.media-amazon.com/images/M/MV5BNzgxYTA2OTUtYmE0ZC00ZTc0LWJjY2QtOTIzMTJhNGUyZjBlXkEyXkFqcGdeQXVyMTg4NDI0NDM@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Wonder Woman (tt0451279)
423,nm4972453,Olivia Cooke,"https://m.media-amazon.com/images/M/MV5BOTVkNzI2ZDEtZGEzNy00ZGI0LTkxNDktYTFjZWUyODgyODQ1XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,Ready Player One (tt1677720)
424,nm1200692,Eva Green,"https://m.media-amazon.com/images/M/MV5BMTQ0MDA2ODE2Ml5BMl5BanBnXkFtZTcwMjI0Nzc3Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Casino Royale (tt0381061)
425,nm0000437,Woody Harrelson,"https://m.media-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,True Detective (tt2356777)
426,nm2933542,Boyd Holbrook,"https://m.media-amazon.com/images/M/MV5BMWY3YjA0NDYtYTUwYi00YjEyLTlkNTktNjFlZmY1ZmVhN2VmXkEyXkFqcGdeQXVyNzczNzg0ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Logan (tt3315342)
427,nm0376716,Christina Hendricks,"https://m.media-amazon.com/images/M/MV5BMjA5Njg3NDkxNV5BMl5BanBnXkFtZTgwNDczMTgyODE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Ginger & Rosa (tt2115295)
428,nm0146915,Tom Cavanagh,"https://m.media-amazon.com/images/M/MV5BMTMzNDI4MTI1OV5BMl5BanBnXkFtZTcwNTY3NTQyMg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Ed (tt0247091)
429,nm0002536,Emmy Rossum,"https://m.media-amazon.com/images/M/MV5BYWU2ZmUyOTctNjE0Zi00N2Q3LTk1ZmYtMzAxMDRmNmM3OTFhXkEyXkFqcGdeQXVyNjU1Nzk5NTE@._V1_UY209_CR11,0,140,209_AL_.jpg",Actress,The Phantom of the Opera (tt0293508)
430,nm8037342,Lukita Maxwell,"https://m.media-amazon.com/images/M/MV5BZDNlZWM4YTEtNmJiMC00N2U3LWI2ODEtYThmMzY0YzQ0YWRjXkEyXkFqcGdeQXVyMjE1ODY3Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",Actress,Generation (tt11454722)
431,nm4789912,Hannah John-Kamen,"https://m.media-amazon.com/images/M/MV5BZGMwMmNmNWItZWI4Mi00OWY5LThjZmUtMjg2NDcxZDljYjYyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Ant-Man and the Wasp (tt5095030)
